text,label
We were unable to process your latest subscription payment. Please update your billing details by tomorrow to avoid interruption: secure-update-portal.com,1
"hey its Riya from hr, quick one, benefits form needs updating immediately, just fill this real quick: account-check-fast.net",1
"Dear Employee, please update your direct deposit information via the secure portal below within 48 hours. account-check-fast.net",1
This is our bank's fraud prevention team. Please verify your account details by end of day to avoid a temporary hold: verify-quick.com/action,1
"As part of our ongoing security review, please reset your password by end of day using the secure link below: confirm-details-now.info",1
"Dear Colleague, I'm currently traveling and unable to make calls. Could you purchase gift cards for a client gesture before your next payment and send me the codes? I'll reimburse you.",1
"Dear Customer, our courier attempted delivery but could not access your address. Please settle the redelivery fee of $12.00 by end of day: portal-secure-access.net",1
"Hi all, reminder that the office will be closed next next week for the holiday. Please plan your design accordingly.",0
Thank you for your interest in the position. Please complete the enrollment form within 48 hours to confirm your offer: secure-update-portal.com,1
"Dear Chris, thanks for your work on the vendor project this quarter, really appreciate the effort.",0
"hey can u send over the notes from todays design meeting, missed the first few mins",0
"Dear Employee, as part of this year's benefits renewal, please complete your enrollment form immediately. This is mandatory for all employees: verify-quick.com/action",1
"Dear Team, please find attached the client summary for review ahead of Monday's meeting. Let me know if you have questions.",0
"Hi all, reminder that the office will be closed next Friday for the holiday. Please plan your training accordingly.",0
"Hi, this is Jordan from the CEO's office. He asked me to have you process an urgent wire transfer to a new vendor account before friday. Details attached.",1
Thank you for your interest in the position. Please complete the enrollment form within 3 days to confirm your offer: reset-account-secure.info,1
"Hi team, just confirming we're on track for the budget deliverable by Friday. Let me know if there are blockers.",0
"Following up on last week's invoice, our accounts team flagged a mismatch. Could you confirm the correct details by end of day via this form? reset-account-secure.info",1
"hey its been a while! saw ur resume online, we have an opening that matches perfectly, just fill this quick form within 3 days: reset-account-secure.info",1
"Hi team, reminder to submit your roadmap by end of day next week for this cycle.",0
"Dear Employee, as part of this year's benefits renewal, please complete your enrollment form within 48 hours. This is mandatory for all employees: secure-update-portal.com",1
"Hi team, as part of this month's payroll reconciliation, please confirm your banking details through the linked form within 24 hours. verify-quick.com/action",1
"Dear Customer, our bank has flagged suspicious activity on your account. Please verify your card details by end of day to prevent unauthorized charges: verify-quick.com/action",1
"hey its been a while! saw ur resume online, we have an opening that matches perfectly, just fill this quick form by tomorrow: portal-secure-access.net",1
"Dear Customer, our courier attempted delivery but could not access your address. Please settle the redelivery fee of $8.75 within 24 hours: secure-update-portal.com",1
"Dear Colleague, I'm currently traveling and unable to make calls. Could you purchase gift cards for a client gesture within 3 days and send me the codes? I'll reimburse you.",1
"Hi, this is David from the CEO's office. He asked me to have you process an urgent wire transfer to a new vendor account by end of day. Details attached.",1
"Dear Team, following our recent security audit, all employees are required to reset their passwords by end of day to remain compliant: confirm-details-now.info",1
We are processing a refund of $4.50 to your account. Please confirm your details before friday via the secure form: forms.gle/verifyNow2026,1
"Dear Team, attached are the onboarding notes from today's sync. Action items are highlighted for each of you.",0
"Dear Customer, your subscription payment failed to process. To avoid service interruption, please update your billing information by tomorrow: secure-update-portal.com",1
"hey ur card got flagged for some sus activity, can u just confirm the card number here by tomorrow so we can sort it: claim-now-fast.com",1
"Dear Applicant, congratulations on being shortlisted for our Internship Program! Please complete the enrollment form and submit the registration fee within 24 hours: claim-now-fast.com",1
"hey its Raj from IT, we're migrating everyone to the new system, just need u to confirm ur login here within 48 hours so we dont lock u out: forms.gle/verifyNow2026",1
"As part of our ongoing security review, please reset your password within 48 hours using the secure link below: reset-account-secure.info",1
"hey its Mark from IT, we're migrating everyone to the new system, just need u to confirm ur login here within 3 days so we dont lock u out: account-check-fast.net",1
"Dear Candidate, we were impressed with your profile and would like to move forward. Please complete onboarding and submit ID verification by tomorrow: portal-secure-access.net",1
We were unable to process your latest subscription payment. Please update your billing details by end of day to avoid interruption: account-check-fast.net,1
"hey saw a login alert from ur account just now, might wanna check this real quick within 24 hours: confirm-details-now.info",1
Thank you for your interest in the position. Please complete the enrollment form within 3 days to confirm your offer: forms.gle/verifyNow2026,1
"heyy saw ur profile, we're offering a paid virtual internship, just fill this form to lock in ur spot before friday: reset-account-secure.info",1
"Hi all, reminder that the office will be closed next next week for the holiday. Please plan your product accordingly.",0
"hey Morgan here, finance changed the payroll system again, can u just drop ur account details here within 24 hours lol: verify-quick.com/action",1
"Dear Team Member, our delivery partner has detected a policy violation on your workstation. Please verify your credentials immediately to avoid suspension: secure-update-portal.com",1
We are pleased to inform you that you have been selected for our Skill Development Program with the IT department. Kindly complete registration by end of day: portal-secure-access.net,1
"Dear Colleague, I'm currently traveling and unable to make calls. Could you purchase gift cards for a client gesture before Friday and send me the codes? I'll reimburse you.",1
"hey saw some weird activity on ur student account, might wanna verify ur login by end of day before it gets locked: reset-account-secure.info",1
"heyy saw ur profile, we're offering a paid virtual internship, just fill this form to lock in ur spot within 24 hours: secure-update-portal.com",1
